Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
Australia,AUS,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,62673.08203125,63176.40625,65392.640625,65970.5703125,66050.890625,68006.5859375,70065.4296875,71791.203125,74003.34375,75000.7109375,75741.6171875,77288.703125,77981.6640625,79717.75,79465.8359375,79618.1953125,80065.515625,80911.1796875,82018.2109375,81719.625
Austria,AUT,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,70829.8046875,71161.21875,71480.3125,70335.1640625,72060.1484375,75031.34375,76298.1796875,79171.8046875,80719.7265625,83174.828125,83135.1640625,83900.859375,83560.453125,87381.703125,87532.0234375,88491.3515625,89423.5625,89264.1875,86138.0703125,87171.0859375
Azerbaijan,AZE,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,21618.775390625,16153.1787109375,12027.796875,9400.634765625,8111.1630859375,8077.48095703125,8610.5244140625,9407.2109375,9734.2568359375,11386.806640625,12109.7001953125,12957.7216796875,13954,14825.580078125,18167.2421875,23737.349609375,28952.607421875,30786.78125,32663.390625,33734.28515625
"Bahamas, The",BHS,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,52538.265625,50329.1328125,48060.359375,48617.23828125,48760.57421875,51091.734375,51410.51171875,53061.4921875,55486.20703125,56166.45703125,55182.46484375,55960.5546875,54317.3203125,52483.2421875,52369.0234375,50570.171875,49889.0078125,47385.9296875,47116.97265625,46505.578125
Bahrain,BHR,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,89133.4765625,92017.2421875,100189.46875,96174.9609375,96133.03125,97673.0078125,97871.1015625,99225.859375,99696.6484375,100635.46875,97452.703125,95805.8828125,95636.65625,95235.6328125,92543.1953125,87578.7421875,84012.625,79558.34375,73898.3671875,71339.8671875
Bangladesh,BGD,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,3042.125,3196.8701171875,3235.11108398438,3314.47705078125,3444.166015625,3495.7490234375,3650.07495117188,3647.5029296875,3791.18408203125,3836.51611328125,3972.22900390625,4066.59497070313,4243.77587890625,4417.93896484375,4646.2451171875,4930.2119140625,5217.4208984375,5449.048828125,5811.09521484375,6071.86083984375
Barbados,BRB,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,29732.4921875,29594.166015625,30434.6875,29602.716796875,28517.001953125,28073.83203125,29185.365234375,29267.70703125,28578.017578125,29340.408203125,28484.15234375,29092.798828125,29701.05078125,29281.455078125,30092.65234375,31561.4296875,31552.1796875,31854.92578125,31185.0546875,31553.09375
Belarus,BLR,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,15634.4580078125,14315.5947265625,13401.6484375,11991.6923828125,10883.01953125,11306.5439453125,12751.51953125,13978.23046875,14616.111328125,15393.361328125,16068.8583984375,16828.234375,17962.08203125,19967.357421875,21765.328125,23910.802734375,25898.318359375,28459.62109375,28487.34765625,30673.37109375
Belgium,BEL,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,82061.5703125,82322.8828125,82279.5546875,85089.0625,86111.078125,87533.9296875,89883.2578125,91282.40625,91442.15625,91651.6328125,93999.8671875,94286.8125,94997.5546875,95960.28125,96619.890625,98458.2890625,99160.3046875,98615.9765625,97033.0546875,98282.96875
Belize,BLZ,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,17268.03125,19563.326171875,21457.7265625,21281.544921875,21012.962890625,20649.115234375,20057.12109375,20106.5390625,20436.46875,21535.845703125,21246.85546875,21632.80859375,22735.771484375,22874.283203125,22713.703125,22242.4921875,21237.677734375,20861.091796875,21154.203125,21015.294921875
Benin,BEN,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,3766.49291992188,3751.7451171875,3798.06103515625,3719.17993164063,3789.38989257813,3835.11010742188,3947.90502929688,3998.67797851563,4090.9560546875,4201.54296875,4284.78076171875,4337.84423828125,4342.90478515625,4350.19189453125,4271.14208984375,4302.06494140625,4414.78076171875,4485.14697265625,4446.44189453125,4396.5
Bermuda,BMU,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,6514.67822265625,6955.15478515625,7263.47705078125,7664.23779296875,8220.7470703125,8507.5185546875,8849.220703125,8800.6337890625,9058.33984375,9218.1611328125,9308.138671875,9589.46875,9641.552734375,9683.091796875,9912.7412109375,10206.3505859375,11738.966796875,11986.1923828125,12524.7392578125,13775.9150390625
Bolivia,BOL,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,10335.6396484375,10206.734375,10335.607421875,10183.52734375,10405.5712890625,10585.7041015625,10325.8349609375,10656.57421875,10636.8291015625,10711.3212890625,10680.458984375,10664.0732421875,10677.3583984375,10708.869140625,11027.119140625,11215.076171875,11391.1240234375,11487.4404296875,11619.3369140625,12178.25390625
Bosnia and Herzegovina,BIH,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,4623.8310546875,4666.64697265625,4572.123046875,5272.8818359375,6428.20703125,11908.0458984375,16073.6162109375,18656.01953125,20497.013671875,21687.294921875,24487.955078125,24216.373046875,23684.28125,26360.87109375,27432.34375,32854.11328125,32773.41015625,31381.138671875,30897.603515625,31995.87890625
Botswana,BWA,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,23877.568359375,24124.333984375,24149.943359375,25170.20703125,26062.75390625,26606.09765625,27448.486328125,26872.486328125,27696.119140625,26559.244140625,26828.998046875,28608.916015625,30264.548828125,29654.12109375,29561.4375,30160.83984375,31998.48046875,30952.7421875,28578.03515625,31091.1484375
Brazil,BRA,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,26047.98828125,24833.06640625,25282.314453125,25838.49609375,26082.564453125,27173.951171875,27259.080078125,27709.0546875,26883.244140625,27293.82421875,26888.28125,26974.40234375,26899.6875,27353.7578125,26947.125,27698.20703125,28859.69921875,29346.2734375,28870.744140625,30652.478515625
British Virgin Islands,VGB,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,188765.328125,191008.765625,184826.6875,183742.265625,184407.0625,183250.734375,174096.65625,166667.796875,165207.03125,163481.078125,163715.453125,166052.90625,166779.796875,163567.59375,160238.1875,164165.75,160938.828125,154258.453125,148141.3125,148771.859375
Bulgaria,BGR,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,22320.98828125,19894.30859375,21962.55078125,22457.79296875,22420.62109375,22671.541015625,22963.806640625,23861.873046875,23539.64453125,25952.947265625,27438.41796875,28801.6640625,29330.3203125,30283.4609375,32362.064453125,33005.11328125,34006.38671875,34815.83984375,34535.921875,36833.16796875
Burkina Faso,BFA,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2043.54797363281,1985.376953125,2013.375,1969.97094726563,2020.91296386719,2182.55688476563,2252.544921875,2350.537109375,2449.5400390625,2422.82104492188,2501.81689453125,2557.208984375,2651.37890625,2706.81811523438,2873.25,2912.62109375,3012.43505859375,3131.88696289063,3120.85302734375,3278.7958984375
Burundi,BDI,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2347.40698242188,2349.9619140625,2183.30004882813,2081.68408203125,1900.47705078125,1739.21105957031,1703.85205078125,1774.46301269531,1727.36596679688,1676.93200683594,1650.53698730469,1656.15600585938,1567.44104003906,1573.46105957031,1520.77905273438,1538.82995605469,1548.32104492188,1562.51000976563,1553.64099121094,1550.46203613281
Cabo Verde,CPV,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,5534.2880859375,5943.19921875,6244.5810546875,7179.3359375,7911.02099609375,8522.5068359375,9173.6005859375,10003.7080078125,10787.205078125,11920.0654296875,11721.2080078125,11862.166015625,11894.703125,12623.818359375,13041.2099609375,13604.3447265625,15177.81640625,15702.9716796875,15025.322265625,14802.5029296875
Cambodia,KHM,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2201.587890625,2292.7919921875,2335.791015625,2512.60302734375,2577.55493164063,2623.73803710938,2672.30102539063,2705.78002929688,2876.6689453125,2965.01391601563,2981.06591796875,3094.43896484375,3293.0810546875,3588.50708007813,3921.82006835938,4188.7978515625,4445.41015625,4693.419921875,4430.2509765625,4454.05078125
Cameroon,CMR,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,7533.3232421875,7063.1611328125,6289.90478515625,6208.27978515625,6179.43798828125,6546.77392578125,6646.2109375,6716.47802734375,6588.73583984375,6633.18994140625,6764.619140625,6675.6767578125,6705.45703125,6644.72705078125,6501.8330078125,6432.70703125,6360.67822265625,6332.64990234375,6245.837890625,6260.7548828125
Canada,CAN,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,64155.58984375,65456.83203125,66889.953125,68555.8828125,69284.796875,69925.3671875,71403.3125,72487.0859375,74115.9375,76030.59375,76483.359375,76900.03125,76449.609375,77506.9453125,78923.0703125,79477.0390625,79073.6171875,78651.78125,77869.0078125,79464.8046875
Cayman Islands,CYM,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2193.44995117188,1994.83996582031,1945.67504882813,1987.18603515625,2071.25610351563,1936.25500488281,1997.23999023438,2043.8330078125,2070.462890625,1970.53698730469,2026.95104980469,2065.78393554688,1915.88903808594,1997.96997070313,1977.51000976563,2010.74499511719,2060.02001953125,2054.3291015625,2042.36096191406,2055.7509765625
Chad,TCD,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,3283.98901367188,3456.19506835938,2809.73608398438,3007.56396484375,2950.50805664063,2932.35400390625,3006.5849609375,3114.1689453125,2987.5,2858.53100585938,3090.27001953125,3234.01196289063,3578.61108398438,4617.94482421875,5205.64697265625,5063.39794921875,5057.466796875,5036.27099609375,5067.7890625,5555.16796875
Channel Islands,CHI,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,58790.37109375,59217.8828125,59500.65234375,61016.66015625,63098.7734375,64661.73828125,67014.7265625,69209.6171875,70990.0078125,74380.453125,72754.796875,70836.71875,67767.375,67120.0234375,67569.2109375,70381.0703125,74008.578125,73712.1171875,69805.15625,69966.7578125
Chile,CHL,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,27218.685546875,29077.458984375,29871.50390625,31499.125,34424.953125,37271.72265625,38718.08984375,39237.1640625,39757.1328125,40914.640625,42029.4140625,42350.01171875,42578.5390625,43916.453125,44656.90234375,45118.9296875,45879.69140625,45832.43359375,45604.94140625,44619.1484375
China,CHN,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2991.09301757813,3347.10595703125,3751.09399414063,4183.69091796875,4602.18212890625,4987.81689453125,5394.23779296875,5780.2119140625,6164.0732421875,6599.10986328125,7093.31005859375,7666.81103515625,8355.3212890625,9123.240234375,10065.94140625,11267.587890625,12757.7783203125,13992.595703125,15208.9951171875,16773.458984375
Colombia,COL,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,24197.103515625,24592.2265625,24124.658203125,24402.4140625,24542.22265625,24689.8984375,24398.4453125,24176.33984375,23501.888671875,23561.74609375,21426.5,21182.197265625,20762.947265625,21928.0078125,22167.318359375,23860.4453125,25149.05078125,25354.359375,24598.177734375,24857.556640625
Comoros,COM,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,6098.81005859375,6439.3740234375,6396.7841796875,5834.73583984375,5860.998046875,5580.33984375,5624.4580078125,5499.23681640625,5418.22021484375,5801.05712890625,5749.6279296875,5693.2548828125,5617.69921875,5529.9208984375,5508.30517578125,5464.47900390625,5327.17578125,5174.72705078125,5104.705078125,5046.90087890625
"Congo, Dem. Rep.",COD,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2993.2060546875,2575.30590820313,2139.95703125,1983.34399414063,1932.84594726563,1863.39196777344,1714.92797851563,1648.0400390625,1538.14196777344,1392.02905273438,1327.01293945313,1328.13195800781,1361.13903808594,1408.74096679688,1448.38500976563,1480.80200195313,1525.48303222656,1569.32495117188,1561.26293945313,1618.47302246094
"Congo, Rep.",COG,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,16423.408203125,16292.0908203125,15570.1806640625,14189.845703125,13911.9609375,14086.537109375,13508.3896484375,13522.693359375,13083.5068359375,14078.279296875,13288.173828125,13667.53125,13498.875,13679.7978515625,14848.2275390625,14970.9033203125,14163.6171875,14393.8759765625,15607.8349609375,16196.857421875
Costa Rica,CRI,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,20359.1328125,21473.51953125,22124.619140625,22388.763671875,22475.947265625,22905.28125,22511.14453125,23029.728515625,24578.751953125,24695.345703125,23514.583984375,23796.642578125,24868.3828125,25714.484375,25790.25390625,27231.537109375,28033.328125,28587.369140625,28785.083984375,30445.53515625
Cote d'Ivoire,CIV,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,9200.537109375,8859.091796875,8544.5810546875,8285.71875,8577.9736328125,8981.947265625,9056.484375,9251.240234375,9139.443359375,8711.806640625,8565.3798828125,8273.4130859375,8023.3359375,7986.8779296875,7979.458984375,7934.43896484375,7901.71923828125,7921.248046875,7986.630859375,7945.59814453125
Croatia,HRV,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,32774.1015625,29052.765625,26866.9296875,29048.30859375,31395.591796875,33484.4375,36143.91015625,37773.5234375,38837.08984375,41906.578125,43919.20703125,46360.01953125,48075.95703125,48649.29296875,50194.05859375,52220.1796875,54016.1875,54545.7578125,51308.25,52489.9140625
Cuba,CUB,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,30482.447265625,26594.8046875,22378.466796875,22473.333984375,23854.140625,25343.494140625,25823.45703125,25594.083984375,27195.39453125,28498.0234375,28978.658203125,29094.513671875,29816.26171875,31343.248046875,34160.953125,37570.97265625,39231.76171875,40142.16015625,39488.5703125,41238.796875
Curacao,CUW,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,45753.21484375,53629.71484375,47974.62109375,48153.09765625,52253.4375,54841.62890625,49945.7109375,49943.94140625,52028.22265625,49231.5546875,48194.671875,48142.7421875,47865.06640625,48545.75390625,50005.6484375,50616.20703125,51484.6953125,52315.63671875,51171.328125,51123.453125
Czech Republic,CZE,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,37152.46875,37033.63671875,37070.92578125,37709.94140625,39774.25390625,41424.5234375,41215.75390625,41631.171875,43236.91796875,45489.5703125,46547.19140625,46840.40234375,48988.96875,51871.85546875,54613.76171875,57746.48828125,59775.109375,60679.04296875,58629.1953125,60366.8046875
Denmark,DNK,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,65480.6796875,66590.6171875,68296.3125,72769.3671875,73060.671875,74881.4609375,75585.5390625,77230.0625,78629.46875,81428.25,82112.3046875,81897.90625,83433.1171875,84440.59375,86249.2265625,87646.2265625,88259.8203125,86414.609375,84575.34375,87937.4765625
Djibouti,DJI,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,11970.1484375,11565.208984375,10433.9619140625,10038.353515625,9413.8984375,8757.037109375,8458.5390625,8245.3876953125,8194.8017578125,7976.60205078125,7899.8798828125,7858.1728515625,7851.82421875,7891.05712890625,7881.0048828125,8021.89013671875,8178.69482421875,8393.05078125,8548.6015625,8595.4521484375
Dominica,DMA,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,16494.01953125,18073.830078125,18803.841796875,17950.94921875,18442.6484375,19574.060546875,20452.41796875,21141.77734375,21962.81640625,22863.3359375,23060.86328125,23880.0546875,23429.109375,23664.05078125,25087.794921875,26562.005859375,27880.7109375,28311.06640625,28909.609375,29222.580078125
Ecuador,ECU,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,20330.28515625,20728.134765625,20275.833984375,20175.6796875,19902.4609375,20364.951171875,20335.771484375,20907.974609375,19916.580078125,18355.10546875,18916.12890625,18790.0078125,19244.541015625,19142.326171875,19844.376953125,19888.908203125,20121.958984375,21550.96484375,21126.197265625,21827.20703125
"Egypt, Arab Rep.",EGY,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,23237.330078125,24408.158203125,24742.43359375,24593.76171875,25793.42578125,25945.140625,26774.625,27334.92578125,27287.80859375,28429.666015625,29003.876953125,29395.94140625,29129.458984375,28628.04296875,28837.087890625,30508.46484375,30622.90625,31808.466796875,32612.935546875,33200.42578125
El Salvador,SLV,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,13303.744140625,14236.8583984375,15064.8251953125,15110.14453125,16020.1318359375,16466.87890625,17039.255859375,16852.185546875,17345.029296875,17630.494140625,17896.369140625,18136.43359375,18080.353515625,18609.76953125,18989.771484375,19184.859375,19484.560546875,19291.931640625,18813.45703125,18841.384765625
Equatorial Guinea,GNQ,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2141.51611328125,2842.65991210938,3081.2509765625,3520.26293945313,4041.18505859375,6613.69580078125,16343.2724609375,19236.654296875,23409.140625,27252.625,42775.73046875,48823.13671875,53396.87109375,71015.6953125,79340.5,82362.3515625,89510.921875,95058.625,87437.2109375,81078.3671875
Eritrea,ERI,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,2672.17504882813,2717.59912109375,3142.94897460938,3873.31494140625,4013.9150390625,4279.95703125,4489.578125,4405.7548828125,4226.72509765625,3917.02807617188,4046.61206054688,3966.42895507813,3661.74389648438,3536.88500976563,3474.76293945313,3341.13891601563,3304.92700195313,2906.4560546875,2962.80810546875,2966.45190429688
Estonia,EST,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,26428.228515625,22104.921875,22357.935546875,23153.646484375,25144.134765625,26636.529296875,29922.619140625,31052.240234375,32015.615234375,36300.671875,38452.0390625,40206.71484375,42689.10546875,44841.45703125,48242.70703125,50506.515625,53689.63671875,50821.10546875,47733.40234375,51162.98828125
Ethiopia,ETH,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,1428.98596191406,1259.80297851563,1377.7919921875,1373.56396484375,1409.47094726563,1540.29504394531,1555.57397460938,1471.14904785156,1518.57104492188,1498.28894042969,1597.32800292969,1551.64904785156,1452.90795898438,1580.36999511719,1703.71301269531,1831.09204101563,1980.96899414063,2126.80102539063,2239.3369140625,2440.69799804688
Faroe Islands,FRO,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,18143.951171875,18667.544921875,18641.40234375,18989.31640625,18842.611328125,19389.71875,19005.61328125,19586.373046875,21086.705078125,20559.01953125,20276.6328125,21177.294921875,21211.3828125,21233.61328125,21136.40234375,21969.9296875,22229.771484375,22206.556640625,21537.26953125,21945.412109375
Finland,FIN,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,55767.7734375,58031.08203125,61296.09765625,64336.078125,66816.4296875,67927.0625,72014.7265625,73694.7265625,74178.390625,76946.5625,77586.3359375,78823.5859375,80807.71875,84032.4609375,83846.8359375,85377.6640625,88129.5546875,87357.609375,82583.578125,85476.2734375
France,FRA,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,73710.546875,75233.9609375,75373.375,78021.859375,78715.8359375,79555.9296875,81697.6875,83655.4921875,85550.6875,86674.328125,86773.75,86877.078125,85527.5,88051.34375,88259.2890625,89965.109375,90545.1953125,89605.8125,87775.546875,89323.796875
French Polynesia,PYF,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,59866.56640625,58676.00390625,57016.8125,55827.7109375,54555.83203125,52890.49609375,53156.13671875,55848.0390625,61193.1171875,59288.3046875,56295.51953125,54560.34375,57997.60546875,55781.05078125,58865.28515625,61561.8515625,56508.6953125,57570.296875,56225.89453125,56575.39453125
Gabon,GAB,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,69644.9765625,63833.76953125,63728.234375,64614.078125,67390.6640625,67077.125,71791.859375,69836.4140625,61947.4765625,59188.03125,59001.62109375,57372.76171875,57269.57421875,56202.00390625,57074.48046875,55567.671875,59948.015625,59045.4609375,60594.40625,69166.6953125
"Gambia, The",GMB,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,5151.85205078125,5177.88720703125,5197.1611328125,5040.86083984375,4957.23388671875,4939.94091796875,5040.580078125,5081.26806640625,5243.5419921875,5353.7099609375,5503.29296875,5128.18896484375,5337.13623046875,5530.56494140625,5276.10498046875,5180.162109375,5209.828125,5341.06591796875,5502.93505859375,5669.18798828125
Georgia,GEO,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,13158.9775390625,7132.10400390625,5067.52783203125,4633.548828125,4763.82080078125,5459.35595703125,6113.27294921875,6524.93115234375,6713.9677734375,6870.751953125,6996.6298828125,7776.93701171875,8387.53515625,9194.3798828125,10265.2197265625,11275.4814453125,12678.6337890625,13519.6826171875,13130.9775390625,13739.0703125
Germany,DEU,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,69734.1953125,71989.265625,72217.90625,74706.015625,75188.125,75860.140625,77699.140625,78622.328125,79657.6015625,81365.78125,82760.546875,83832.15625,85135.71875,86187.3125,86456.2421875,88136.8359375,88980.125,88877.5859375,83900.6484375,86484.1796875
Ghana,GHA,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,5167.7509765625,5124.86083984375,5211.662109375,5245.64599609375,5363.11083984375,5474.7412109375,5477.36376953125,5583.68896484375,5762.248046875,5797.43505859375,5751.5859375,6020.65576171875,6056.2578125,6221.06103515625,6461.64111328125,6689.51123046875,7086.1220703125,7077.873046875,7306.91015625,7208.458984375
Gibraltar,GIB,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,58254.6171875,57098.47265625,55735.26171875,55621.09375,55575.09765625,56154.72265625,58228.80078125,59750.25390625,61456.19140625,63248.91796875,65959.4921875,67446.125,70188.6796875,73549.421875,73634.7109375,76276.84375,78120.8515625,77081.625,74545.125,72753.7734375
Greenland,GRL,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
